,0
say you,0.0
saying,0.00064246083
saying that,0.00013449688
says,0.00031356022
says it,0.00024177981
says you,0.0
scare,0.0003402193
scared,7.915378e-05
scary,0.0
scene,0.0
schedule,0.0
school,0.00014600354
science,0.0
score,0.0
scratch,0.0
scream,0.0009315757
screaming,0.0008212954
screams,0.00013829503
screen,0.0
screw,0.0
screwed,0.0013027109
sea,0.0
search,0.0005777039
searching,0.0
season,0.0
seat,0.0010654316
seats,0.0
sec,0.0
second,5.3211937e-05
seconds,0.00018437969
secret,0.00016714011
secretary,0.0
secrets,0.00015253006
section,0.00029963788
secure,8.543426e-05
security,0.00027953883
see,0.00011051793
see it,0.0
see that,0.0
see you,0.0006990234
seeing,0.00018866
seek,0.00014970466
seen,0.0
seen before,0.0
sees,0.0
self,8.97588e-05
sell,4.8012047e-05
selling,0.0005491241
send,0.00016229053
sending,0.00023895464
senior,0.0
sense,0.00021948977
sensitive,0.000105847175
sent,0.00032077433
sentence,0.0
separate,0.0
sergeant,0.002005778
series,0.0
serious,0.0
seriously,0.00055503286
serve,0.0
served,0.0
service,0.0
services,0.00010774163
set,0.00036646557
set up,0.00012550538
setting,0.0
settle,0.0
settled,0.0
seven,0.00032794417
sex,0.00059270783
sexual,0.0
sexy,0.0
shake,0.0
shall,7.085883e-05
shame,0.0001246901
shape,0.0
share,0.00044285913
sharp,0.0
she,0.00058273535
she going,0.0
she gonna,6.118683e-05
she good,0.0
she got,0.0
she ll,0.0
she right,0.0
she she,0.0002504995
shh,0.0
shift,0.0
shine,0.0
ship,0.0
shirt,0.0003085367
shit,0.0005400343
shit it,0.0
shit oh,0.0
shit shit,0.0
shit you,0.0
shock,0.0
shoe,0.00016511248
shoes,0.0
shoot,0.00065866095
shooting,0.0
shop,0.0
shopping,0.0015652863
short,0.00068401045
shot,2.8074488e-05
shots,0.0
should,5.6678724e-05
should ve,0.0
shoulder,0.0
shouldn,0.00014847968
shouting,0.0
show,0.0
showed,0.00020278692
shower,0.0
showing,0.0
shows,0.0
shut,0.00027567495
shut fuck,0.0004717304
shut up,0.0009092592
shy,0.0
sick,6.269127e-05
side,9.566242e-05
sides,0.0
sighs,0.0
sight,9.1023576e-05
sign,2.3452425e-05
signal,0.00019583461
signed,0.0
signs,0.0
silence,0.0
silent,0.0
silly,0.0
silver,0.0
simple,0.0013901268
simply,0.0
since,0.0
sing,0.00023758897
singing,0.00043958117
single,3.8742e-05
sink,0.0
sir,0.00022157804
sir it,0.0
sir you,0.0
sister,0.0007953331
sisters,0.0
sit,0.00049428694
sit down,0.00060355
site,0.0
sitting,0.00023142289
situation,0.0002397328
six,0.0
size,0.0
skills,0.0
skin,0.0
sky,8.444291e-05
sleep,0.00014125125
sleeping,0.0
slept,0.00036050292
slip,0.0
slow,0.00034540368
slow down,0.00010455672
slowly,0.0
small,0.00012702703
smart,0.0002148905
smell,3.941937e-05
smells,0.0
smile,0.00017989692
smiling,0.0
smoke,0.0012724217
smoking,0.00017512981
smooth,0.0
snap,0.0
snow,0.00073405774
so don,0.0
so it,6.8696485e-05
so know,0.00026748527
so think,0.0
so uh,7.164569e-05
so what,0.0
so yeah,0.0003217505
so you,0.0
social,0.0008666772
society,0.0
soft,0.0
sold,0.0
soldier,0.0
soldiers,0.0
solid,0.0
solve,2.1303125e-05
some,0.00013935062
somebody,0.00076794566
somebody else,0.0
someday,0.0
somehow,0.0
someone,0.00065003836
someplace,0.0
somethin,0.00019317506
something,0.00033531836
something don,0.0
something it,0.001080285
something no,0.0
sometime,0.0
sometimes,0.00047747916
somewhere,4.0673876e-06
son,8.8491244e-05
son bitch,0.0
song,4.0452553e-05
songs,0.0
sons,0.0
soon,0.00039430772
sooner,0.0
sorry,0.0005521515
sorry can,0.0
sorry didn,0.0
sorry don,0.00010014703
sorry it,0.0
sorry know,0.0
sorry late,0.0
sorry no,0.0
sorry sir,0.0
sorry sorry,0.0
sorry that,0.0
sorry you,0.0
sort,0.0007139559
sort of,0.0
soul,0.0008688563
sound,0.0026834933
sound like,0.0
sounded,0.0
sounds,0.0
sounds like,0.0
soup,0.0
source,0.0
south,7.837422e-05
space,0.0
spanish,0.0
spare,0.00010181213
speak,0.00042523645
speaking,8.6324406e-05
speaks,0.0
special,0.00020257768
specific,0.0
speech,0.0
speed,0.0
spell,0.0003797069
spend,0.00043036015
spend time,0.00019907944
spending,0.0
spent,0.0
spirit,0.00017859765
spit,0.0001147208
split,0.00025510535
spoke,0.000119689095
spoken,0.00057759904
sports,0.0
spot,0.00016493117
spread,0.00020153586
spring,0.0006344575
square,0.0
st,0.0
staff,0.0
stage,9.543407e-05
stairs,0.0
stand,0.000544112
stand up,0.0
standard,6.604546e-05
standing,4.4943496e-05
stands,0.0005225285
star,0.0
staring,0.0
stars,3.481373e-05
start,0.00018880951
started,0.00035954636
starting,0.0
starts,0.00010622728
starving,0.0
state,0.0
statement,0.0
states,0.0
station,0.0011302215
stay,0.00030337257
stay away,0.00019524778
stay here,0.0
stay there,0.0
stayed,0.00027220199
staying,0.0
stays,0.00011823384
steady,0.0
steal,0.00030257556
stealing,0.0
step,0.00049227994
steps,0.0002215182
stick,4.2046788e-05
still,0.00011512823
stock,0.0
stole,0.00041726156
stolen,0.0
stomach,0.0
stone,0.0
stood,0.0
stop it,6.928851e-05
stop stop,6.006188e-05
stop that,0.0
stop you,0.0
stopped,0.0005172305
stopping,0.0
stops,0.000102174075
store,0.0
stories,0.00033050583
storm,0.0
story,0.00034059494
straight,0.00021026957
strange,0.000467827
stranger,0.0
street,0.00011340082
streets,0.0
strength,7.548755e-05
stress,0.0
strike,0.0
strip,0.0
strong,0.000116526615
stronger,4.5404817e-05
stuck,0.0
student,0.0001700541
students,0.0
study,0.0
studying,0.0
stuff,0.00027672198
stuff like,0.0
stupid,0.000777122
style,0.0
subject,0.001815681
success,0.0
successful,0.0
suck,0.0
sucks,0.00056015805
sudden,0.0003354613
suddenly,0.00010135402
suffer,0.0
suffering,0.0
sugar,0.0
suggest,0.0
suicide,0.00019342428
suit,0.00020905866
suits,0.0
summer,0.0
sun,0.0012043617
sunday,0.0
super,4.583361e-05
support,0.0006514088
suppose,0.0025114815
supposed,0.00012513396
supposed do,0.0
sure don,0.0
sure he,0.0
sure it,0.0
sure know,0.0
sure that,0.0
sure yeah,0.0
sure you,4.6554214e-05
surely,0.00082422385
surprise,0.00031701248
surprised,0.0
surrounded,0.0
survive,0.0002322552
suspect,6.017736e-05
swear,9.9294426e-05
swear god,0.0
sweat,0.0
sweet,0.00040454115
sweetheart,3.3276247e-05
sweetie,0.0
swim,0.00089780986
swimming,0.0
swing,0.0
switch,0.0
system,0.00052689086
table,0.00018211249
tail,0.00020056167
take,0.0
taken,0.0
takes,0.00020732639
taking,0.00043499208
talent,0.00043220908
talk,0.00023312106
talk about,0.0
talk her,0.0
talk him,0.00026291222
talk it,0.0
talk later,0.0
talk like,0.0
talk me,0.00029902102
talk you,0.0
talked,7.5218355e-05
talkin,0.0
talking,0.00042337098
talking about,0.00073156774
talking you,0.00019608249
talks,0.0
tall,0.00046308918
tank,0.0
tape,0.00022372375
target,0.0
taste,0.0
taught,0.0
taxi,0.0
tea,0.0008929348
teach,0.0
teacher,0.0
teaching,0.0
team,6.513258e-05
tear,0.0013838203
tears,0.0
technically,0.0
teeth,0.0001913779
telephone,0.0
television,0.0
tell her,0.0
tell him,0.0
tell it,0.0
tell me,7.264511e-05
tell something,0.0
tell story,0.00014295847
tell that,0.0
tell them,0.0
tell this,0.0
tell truth,0.0
tell us,0.0
tell what,0.0
tell you,0.0006476033
telling,0.0004420297
telling you,0.0
tells,0.0
ten,0.0
term,0.0
terms,0.00088034646
terrible,0.0
terrific,0.0
test,7.4763055e-05
than,0.0
thank coming,0.0
thank god,0.0
thank much,0.00015727805
thank you,0.00016191276
thanks,0.00029440588
thanks lot,0.00014015897
thanks you,0.0
that all,0.000715979
that bad,0.0015723117
that better,0.0
that big,0.0
that can,0.0
that come,0.0
that cool,0.0
that didn,0.0
that do,0.0
that don,0.00015514476
that enough,0.0009521278
that exactly,0.0
that fine,0.0
that funny,0.00053430354
that going,0.0
that gonna,0.0
that good,0.00033946178
that got,0.0
that great,0.00010524229
that he,0.0
that hey,0.0
that him,0.0
that is,0.0
that it,0.00027812875
that kind,0.00012557948
that know,0.00036128453
that let,0.0
that like,0.0
that little,0.0
that ll,0.00036004386
that look,4.8713136e-05
that man,0.0
that me,0.0
that mean,0.0
that need,0.00089944195
that nice,0.00013578743
that no,0.00012221918
that oh,0.0
that okay,7.444949e-05
that point,0.0
that pretty,0.0
that problem,0.0
that real,0.0
that right,0.00012819687
that said,0.0
that sorry,0.0
that sure,0.0010945355
that that,0.00046903582
that there,0.0
that they,0.0
that thing,0.0
that think,0.0005411726
that thought,0.0
that time,0.0
that true,0.00067089585
that uh,0.0
that ve,0.0
that want,4.13698e-05
that wanted,0.0
that way,9.43941e-05
that we,4.4927627e-05
that well,0.0
that what,0.0
that why,0.0
that yeah,0.00024973584
that yes,0.000342322
that you,0.0
the,6.650277e-05
them don,0.00050722866
them it,0.0
them they,0.0
them you,0.0017798849
themselves,0.00018844954
then,0.0006174208
theory,0.0
there come,0.00044760873
there don,8.853977e-05
there going,0.0
there gonna,0.0
there good,0.0
there got,0.0005423687
there he,0.0
there here,0.0
there it,0.000101989404
there know,0.0
there like,0.0
there little,0.0
there ll,0.00013918114
there lot,0.0
there man,0.0
there need,0.0
there no,0.00013171425
there oh,0.00014254589
there okay,0.00011828857
there right,0.0
there that,7.111072e-05
there there,0.0
there thing,0.0
there time,0.0
there want,0.0
there way,0.00017500589
there we,0.00059571204
there what,0.0
there wrong,0.0
there yeah,0.0
there you,0.0
these,0.0011343323
they ll,0.0006504876
they re,0.00043261627
they ve,0.00056634215
thick,0.0
thief,0.0
thin,0.0
thing do,0.0
thing don,0.0
thing is,0.0
thing it,0.0
thing know,0.0
thing that,0.0
thing you,0.0
things don,0.00057174894
things like,9.51051e-05
things you,0.0009976651
think are,0.0
think better,0.0
think don,0.0
think going,0.0003305148
think gonna,0.0
think got,0.0
think he,0.00034607563
think is,0.0010394811
think it,0.0010846845
think know,3.9047707e-05
think like,0.0
think ll,0.0
think maybe,0.0
think need,0.00013541117
think she,0.0
think so,0.0007370208
think that,0.00012268146
think there,0.0007534979
think they,0.0
think think,0.0
think ve,9.486731e-05
think want,0.0
think we,8.041364e-05
think you,0.0009357804
thinking,0.00016227849
thinks,0.00020927799
thirty,0.0
this come,0.0
this don,0.0
this it,0.00046326593
this know,0.0
this ll,0.0
this no,0.0
this oh,0.000677697
this okay,0.0
this right,0.00088216225
this that,0.0
this this,0.0
this we,0.000679425
this what,0.0
this yeah,0.00013550933
this you,0.0017119207
those,0.0
though,0.000501726
thought gonna,0.000117740376
thought it,0.0
thought maybe,0.0
thought said,0.0
thought that,0.00084969867
thought you,0.0
thoughts,0.0
thousand,0.0002688494
thousands,0.0
threat,0.00070483686
three,0.00017797193
three four,0.0
three two,0.0
threw,0.0003237852
throat,0.00046730236
through,0.0
throw,0.0018967518
throwing,0.0004696118
thrown,0.0
thursday,0.0
ticket,0.0
tickets,0.0021994303
tie,0.0
tied,0.0
tight,0.00010138395
till,0.00023423384
time ago,0.0
time come,0.0
time don,0.0
time got,0.0
time it,0.0013602729
time know,0.0
time right,0.0006756937
time saw,0.0
time that,0.0
time think,0.0
time time,0.0
time we,0.0
time yeah,0.0
time you,0.00021462028
times,7.295669e-05
tiny,0.0
tip,0.0
tired,9.561481e-05
to,0.0003396175
to don,0.0
to know,0.0
toast,0.0
today,0.0007274521
together,9.9212855e-05
toilet,0.0
told,7.75394e-05
told me,0.0
told that,0.0015315786
told you,0.00018874367
tom,0.0005460667
tomorrow,0.0005116203
tomorrow morning,0.0011439048
tomorrow night,0.0
tone,0.0
tongue,0.0
tonight,6.177364e-05
too,0.0004546821
too know,0.0
took,0.0005422323
top,0.0
total,0.0003985257
totally,0.00018993614
touch,6.714597e-05
touch me,0.00086025934
touched,0.0
touching,0.0
tough,6.0959588e-05
tour,0.0
town,2.3127463e-05
track,0.0005083766
trade,7.4722004e-05
traffic,0.0
train,0.00081472704
trained,0.0
training,0.0018014102
trap,0.0
trapped,0.0
trash,0.0013977969
travel,0.0
traveling,0.0
treat,0.00016497595
treated,0.0
treatment,0.0
tree,0.00019780178
trees,0.00070716057
trial,0.0
trick,0.0
tricks,0.0
tried,4.0831546e-05
trigger,0.0
trip,0.0
trouble,0.0006827487
truck,1.0000009e-05
true,0.00038273822
truly,0.0
trust,0.0005073528
trust me,0.002780815
trust you,0.0010039323
trusted,0.00037404237
truth,0.00061088963
try,0.00073773065
try again,9.52869e-05
try it,0.0
trying,0.0006771869
trying help,0.00019120783
tuesday,0.0
turn,0.000106346044
turn around,0.0015503204
turned,0.00030074496
turning,0.0010135724
turns,0.0
tv,0.00018125167
twenty,0.0
twice,0.0
two,0.00013111283
two one,0.0
two three,0.0
type,0.0008396636
ugh,0.0
ugly,0.0
uh,6.445022e-05
uh don,0.0
uh huh,0.0002021807
uh it,0.00014960105
uh no,0.0003792983
uh oh,0.00021917078
uh uh,0.0
uh yeah,0.0
um,0.00078186643
unbelievable,8.3910665e-05
uncle,0.0005378093
under,0.0
underneath,0.0
understand,0.00029382476
understand it,0.0
understand me,0.0006675074
understand that,0.0008569616
understand you,0.0
understanding,0.0
understood,0.0
unfortunately,0.0
uniform,0.0018232639
union,0.0
unit,0.0007045765
united,0.0004627297
united states,0.0
universe,0.00018478281
university,0.0
unusual,0.0
up come,0.0
up don,0.00056672475
up got,0.00025403884
up he,0.0
up hey,0.0
up it,0.0
up know,0.0
up let,0.0
up man,0.0
up no,0.0
up oh,0.0
up okay,0.00089447055
up right,0.0
up that,0.0
up up,0.0
up we,0.0
up what,0.0
up yeah,0.0
up you,0.0
upset,0.0
upstairs,0.0
us don,0.00189037
us it,0.0
us we,0.0
us you,0.0
use,4.6701957e-06
use it,0.0
useless,0.0
usual,0.0
usually,0.0
vacation,0.0
value,0.0
van,0.0013937549
ve been,0.0
ve come,0.0
ve done,0.0
ve found,0.0
ve given,0.0
ve gone,0.00015370292
ve got,0.00038586606
ve gotta,0.0013846672
ve heard,0.0
ve known,0.0006804918
ve looking,0.0
ve lost,0.00022774441
ve met,0.0
ve said,0.0019452497
ve seen,0.0003854141
ve taken,0.0
ve thinking,0.0
ve told,0.0002992422
ve trying,0.0
ve waiting,0.0
ve wanted,0.0
vehicle,0.0
very,0.0
victim,0.0007574273
victory,0.00063191925
video,0.00021355487
view,0.00018723962
village,6.0287606e-05
violence,0.0
violent,0.0
vision,0.00078488025
visit,0.0003693134
voice,4.2459953e-05
vote,0.0
wait,0.00054628955
wait here,0.0
wait me,0.0
wait minute,0.00019198756
wait second,0.0
wait till,0.0
wait wait,0.00070708775
wait what,0.0
wait you,0.0
waited,0.00013281273
waiting,0.0001910152
waiting for,0.0
waiting you,0.0005176306
wake,0.0
wake up,0.00012336622
walk,0.00036412035
walk away,0.00024236346
walked,0.0
walking,0.00081276585
walks,0.0
wall,0.0
walls,0.0
wanna,0.00027526153
wanna come,0.0
wanna hear,0.0
wanna know,0.0
wanna talk,0.00026956436
want come,0.0
want do,0.0
want go,0.0
want hear,0.0
want help,0.0
want it,0.0
want know,0.00016800813
want leave,0.0
want look,0.0
want me,0.0
want meet,1.9980169e-05
want stay,0.0
want talk,0.0
want tell,0.00022478915
want that,0.0013794777
want this,0.0
want to,7.662258e-05
want want,0.00023062846
want you,0.000116248935
wanted,0.00052298716
wanted know,0.00035126574
wanted to,0.0
wanting,0.0
wants,0.0007032976
war,0.00039300285
warm,0.0007513186
warn,0.00052364013
warned,0.0
warning,0.0005749617
was,0.00019955098
wash,4.601687e-05
washington,0.00080218934
wasn,8.34169e-05
wasn it,0.0
waste,0.0010195237
waste time,0.0002842538
wasted,0.0
wasting,0.0
watch,0.0004893031
watch it,0.0
watch out,0.0
watched,0.0
watching,0.00081764365
water,0.0004159879
wave,0.0
way don,0.00023010175
way go,0.0
way here,0.0012044513
way it,0.0
way out,0.0
way way,0.0
way you,0.0
ways,0.0014130921
we like,0.0
we ll,0.00017359422
we ve,0.00012421145
weak,0.0006805368
weapon,0.0
weapons,0.0
wear,0.0005169172
wearing,0.0
weather,0.0
wedding,0.00030559566
week,0.0004811149
weekend,0.0
weeks,0.0
weeks ago,0.0
weight,0.00065894704
weird,0.0004634019
welcome,0.0007762434
well can,0.0
well come,0.0
well didn,0.0
well don,0.0014836282
well good,0.0
well got,0.00013125912
well guess,0.0
well he,0.0
well it,0.00015716419
well know,5.2307638e-05
well let,0.0013423791
well like,0.0
well ll,0.0
well look,0.00013822145
well maybe,0.00052278064
well sure,0.0
well tell,0.0
well thank,0.0003978652
well that,0.0002911877
well then,0.0
well there,1.9035439e-05
well think,0.0
well ve,0.0
well want,0.0
well we,0.0
well well,0.0
well what,0.0
well yeah,0.0
well you,0.0007625098
went,0.0005428185
were,0.0006673536
weren,0.00029318326
west,0.0
wet,0.00011800712
what can,0.0
what come,0.0
what do,0.0
what doing,0.0
what don,8.583227e-05
what going,0.0004174471
what gonna,0.00033506486
what got,0.0
what happened,0.0
what happening,0.00018183891
what here,0.0
what it,0.0010724885
what know,0.0
what like,0.0
what ll,0.0
what matter,0.0010029023
what mean,0.0
what name,0.00032915556
what no,0.0
what oh,0.0002900163
what problem,0.00016318077
what say,0.0
what that,5.8267236e-05
what there,0.0
what think,7.5069416e-05
what this,0.0007179905
what up,0.00020318494
what want,0.0
what we,0.0
what well,0.0
what what,0.0010724197
what wrong,0.0008299002
what yeah,0.0
what you,0.0006703972
whatever,0.00039959635
wheel,0.0
when,0.00018631315
where,0.00074050046
which,0.000108097025
while,0.00019515895
whispering,0.0
white,6.365328e-05
who,0.00026359028
who gonna,0.0
who that,0.0
whoa,0.0013269718
whoa whoa,6.686396e-05
whoo,0.00012962286
whore,0.0
why,0.001284007
why don,0.0
why it,0.0
wide,0.0
wife,0.0
wild,0.0010615836
will,0.00030245222
willing,0.0009098144
win,0.00045701317
wind,9.5362615e-05
window,8.16239e-05
windows,0.0
wine,0.0026042731
wing,0.0
wings,0.0
winner,0.0
winning,0.0
wins,0.00043107974
winter,0.0
wipe,0.0
wire,0.0
wise,0.0017849813
wish,0.00015918318
with,0.00031526064
witness,0.0
woke,0.0
woman,0.00015519191
women,0.0
won,0.0006379721
won let,0.0
wonder,0.0
wondered,0.0002451289
wonderful,0.00061502756
wondering,0.00032597344
wood,0.00025435098
woods,0.0
word,0.0005226932
words,0.00018584554
wore,0.0
work here,0.00095492235
work it,0.0
work out,0.0
work you,0.0005819879
worked,0.0
working,0.000311199
works,0.00031513613
world,0.00047273838
worried,0.0
worries,0.0
worry,0.00023694833
worry about,0.00025389652
worry it,0.0013784764
worse,3.4607765e-05
worst,0.0012651276
worth,0.001453318
worth it,0.00081959413
would,0.00095013727
would ve,0.00015005833
wouldn,0.00054791546
wouldn know,0.0
wouldn want,0.00042814214
wound,0.0
wow,0.00063358544
wrap,0.0
write,0.00065682706
writing,0.00061065634
written,0.0
wrong,0.00046572363
wrong it,0.0
wrong you,0.00046087801
wrote,0.0
ya,0.0
yard,0.0
yeah,0.00035904263
yeah can,0.0
yeah come,0.00033304252
yeah course,0.0
yeah didn,0.0
yeah do,0.0
yeah don,0.00026392902
yeah fine,0.0
yeah gonna,0.0
yeah good,0.0009470479
yeah got,0.00039745416
yeah guess,0.0
yeah he,0.000103561564
yeah hey,0.00016503119
yeah is,0.0
yeah it,1.7121421e-05
yeah know,0.000117386626
yeah let,0.00030861373
yeah like,0.000379944
yeah ll,0.0002130856
yeah look,0.0
yeah maybe,0.00021672586
yeah mean,0.0
yeah no,0.0
yeah oh,0.0001620758
yeah okay,0.0
yeah right,0.0005179841
yeah she,0.001487606
yeah so,0.0
yeah sorry,0.0
yeah sure,0.0
yeah thanks,0.0
yeah that,0.00011102371
yeah there,0.0
yeah they,0.0
yeah think,0.00031518165
yeah ve,0.0
yeah want,0.0
yeah we,0.0
yeah well,0.0005080054
yeah what,0.0011578627
yeah yeah,0.00037000378
yeah you,0.0005319627
year,0.0
year old,0.0
years,0.00024788082
years ago,0.00015932253
years old,0.0007341022
yelling,0.0
yellow,0.00087029254
yep,0.0
yes are,0.00016713793
yes course,0.00019918809
yes did,0.00015121761
yes do,0.0012785052
yes don,0.0
yes good,0.0
yes is,0.0
yes it,4.255415e-05
yes know,0.0
yes ma,0.0
yes no,0.0003525353
yes oh,0.0
yes okay,0.0
yes right,0.0
yes sir,8.2332066e-05
yes thank,0.0
yes that,0.0004407532
yes we,0.0
yes well,0.00012230997
yes yes,0.00017063163
yes you,0.0
yesterday,0.0006732263
yet,9.8936194e-05
yo,0.0
york,0.0
you and,0.0
you baby,0.0
you better,0.00037487538
you but,5.693432e-05
you bye,0.0
you can,0.0
you come,0.00030629378
you didn,0.00039746778
you do,0.0003813405
you don,0.00010407268
you fuck,3.2767388e-05
you go,0.00084008835
you god,0.0
you going,0.0021436948
you gonna,0.0
you good,0.0011302592
you got,0.00080450106
you great,2.6736518e-05
you he,0.00043332845
you hello,0.0
you here,0.0
you hey,0.0
you hi,0.0
you it,0.00021522105
you know,0.00047378943
you let,3.0485253e-05
you like,0.00035173455
you listen,0.0
you little,0.0
you ll,8.7711975e-05
you look,0.0002107475
you love,0.00011423581
you man,0.0
you maybe,0.0
you me,0.0
you mean,0.0
you miss,0.0
you mr,0.0005402308
you need,0.0
you nice,0.0
you no,9.242996e-05
you now,0.0003509284
you oh,0.0
you okay,0.00072064565
you please,0.0
you right,0.00011265504
you said,0.0
you she,0.0
you sir,0.00019720668
you so,0.0009425745
you son,0.0013651643
you sorry,0.0
you stop,0.0
you sure,0.0
you tell,0.0
you thank,1.685757e-05
you thanks,0.0
you that,0.0
you there,0.0
you they,0.0013539179
you think,0.0007286705
you thought,0.0
you time,0.0
you too,7.4129624e-05
you uh,0.0
you ve,0.0
you wait,8.304073e-05
you wanna,0.0005430416
you want,0.0
you we,0.0
you well,0.0
you what,0.0004823515
you won,0.00015195642
you yeah,0.00027188208
you yes,0.00030320958
you you,0.00053166243
young,0.0003613426
young lady,0.00011961168
young man,0.0006840762
younger,0.0008496529
your,0.00017999622
yours,0.00027340936
yourself,0.00046399518
yourselves,0.0
yup,0.0
zero,0.0
zone,0.0
